anomaly_type,detection_method,level,study,site_id,country,region,metric,value,zscore,mean,std,severity,description,recommendation,lower_bound,upper_bound
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 153,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1531,POL,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1532,POL,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1539,ROU,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 154,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1541,ROU,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_21,Site 1541,ROU,EMEA,STALE_MISSING_DATA,,,,,HIGH,"Site has 12 missing visits, 0 missing pages outstanding for 336+ days",Escalate to site - missing data not being resolved,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1545,ROU,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1546,ROU,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1547,ROU,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 17 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1552,ROU,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1553,SVN,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1559,ZAF,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 156,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1560,ZAF,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 16 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1561,ZAF,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1562,ZAF,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 157,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1572,ZAF,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 12 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1573,ZAF,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1578,KOR,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1579,KOR,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 158,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1592,SWE,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 160,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 13 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1600,SWE,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1601,TWN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1602,TWN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1606,TWN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,MAJORITY_HIGH_RISK,site,Study_21,Site 1608,THA,ASIA,MAJORITY_HIGH_RISK,,,,,HIGH,57.1% of subjects (12/21) are high risk,Site-wide intervention needed - systemic quality issues,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 161,PRT,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1610,THA,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1611,THA,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1613,THA,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 162,PRT,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 38 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 162,PRT,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 100% of all issues (38/38),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1620,TUR,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 12 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1621,TUR,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1623,TUR,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1624,TUR,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1626,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1627,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 21 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 1627,SRB,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 84% of all issues (21/25),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 163,SVK,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1630,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 16 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1632,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 21 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1633,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1638,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 13 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 164,SVK,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1640,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 21 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,STALE_MISSING_DATA,site,Study_21,Site 1640,SRB,EMEA,STALE_MISSING_DATA,,,,,HIGH,"Site has 27 missing visits, 12 missing pages outstanding for 132+ days",Escalate to site - missing data not being resolved,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 1642,SRB,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 165,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 20 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 165,ARG,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 100% of all issues (20/20),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 166,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 169,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 171,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 172,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 27 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 172,ARG,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 100% of all issues (27/27),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 175,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 30 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 175,ARG,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 97% of all issues (30/31),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 180,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 12 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 184,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 185,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 187,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 195,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 201,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 23 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 201,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 92% of all issues (23/25),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 208,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 21,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 215,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 22 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 215,CHN,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 100% of all issues (22/22),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 22,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 48 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 22,USA,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 100% of all issues (48/48),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 283,ESP,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 30,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 316,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 12 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 330,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 34,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 344,CHN,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 35,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 356,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 41 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 356,ARG,AMERICA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 87% of all issues (41/47),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 357,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 37,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 38,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 17 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 38,IND,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 85% of all issues (17/20),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 423,HRV,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 435,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 436,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 437,ARG,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 456,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 506,HRV,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 508,HRV,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 517,ITA,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 520,ESP,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 130 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 520,ESP,EMEA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 100% of all issues (130/130),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 537,USA,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 544,COL,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 546,COL,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 547,COL,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 548,COL,AMERICA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 62,PHL,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 7,SGP,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 21 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SINGLE_ISSUE_DOMINANCE,site,Study_21,Site 7,SGP,ASIA,SINGLE_ISSUE_DOMINANCE,,,,,MEDIUM,sae represents 84% of all issues (21/25),Focus intervention on sae - appears to be primary problem,,
PATTERN_ANOMALY,ZERO_ISSUES_HIGH_VOLUME,site,Study_21,Site 788,IND,ASIA,ZERO_ISSUES_HIGH_VOLUME,,,,,MEDIUM,Site has 72 subjects but zero DQI issues detected,Verify data completeness - may indicate missing source data,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 789,IND,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 79,SGP,ASIA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 806,FRA,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 7 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 825,FRA,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 12 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 832,ITA,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 835,ITA,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 10 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 839,ITA,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 14 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 843,ITA,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 847,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 848,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 849,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 850,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 9 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 851,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 6 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 854,NLD,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 13 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 859,PRT,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 8 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 861,PRT,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
PATTERN_ANOMALY,SAE_NOT_FLAGGED,site,Study_21,Site 867,SVK,EMEA,SAE_NOT_FLAGGED,,,,,CRITICAL,Site has 11 pending SAE but not classified as High risk,Immediately review SAE processing at this site,,
