study,site_id,country,region,subject_count,avg_dqi_score,max_dqi_score,std_dqi_score,total_issue_types,avg_issue_types,high_risk_count,medium_risk_count,subjects_with_issues,sae_pending_count_sum,uncoded_meddra_count_sum,missing_visit_count_sum,missing_pages_count_sum,lab_issues_count_sum,max_days_outstanding_sum,max_days_page_missing_sum,uncoded_whodd_count_sum,edrr_open_issues_sum,inactivated_forms_count_sum,site_risk_category
Study_22,Site 853,HUN,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 854,HUN,EMEA,14,0.017713175763907026,0.24798446069469837,0.06627663494024788,3,0.21428571428571427,1,0,1,0,0,1,2,0,15,0,0,0,0,Low
Study_22,Site 857,HUN,EMEA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 859,ISR,EMEA,7,0.008779761904761905,0.06145833333333334,0.023229066570358756,1,0.14285714285714285,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 860,ISR,EMEA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 861,ISR,EMEA,12,0.035147168494479034,0.24505941499085926,0.07627319467375931,6,0.5,0,3,3,0,0,1,3,0,7,1,0,0,1,Low
Study_22,Site 862,ISR,EMEA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 863,ISR,EMEA,19,0.012936351390358895,0.245790676416819,0.05638824840870631,3,0.15789473684210525,0,1,1,0,0,1,2,0,9,0,0,0,0,Low
Study_22,Site 864,ITA,EMEA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 865,ITA,EMEA,15,0.02277777777777778,0.18333333333333332,0.06029578766864241,2,0.13333333333333333,0,2,2,0,6,0,0,0,0,0,0,0,0,Low
Study_22,Site 866,ITA,EMEA,16,0.02362669485070079,0.24469378427787936,0.06768618494637194,4,0.25,0,2,2,0,0,1,17,0,6,0,0,0,0,Low
Study_22,Site 867,POL,EMEA,15,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 868,POL,EMEA,8,0.016666666666666666,0.13333333333333333,0.04714045207910317,1,0.125,0,1,1,0,1,0,0,0,0,0,0,0,0,Low
Study_22,Site 869,POL,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 87,AUT,EMEA,8,0.034260169104204756,0.27408135283363805,0.0969023915927241,3,0.375,1,0,1,0,0,1,6,0,18,0,0,0,0,Low
Study_22,Site 870,POL,EMEA,15,0.01658104814137721,0.24871572212065812,0.06421812331421736,3,0.2,1,0,1,0,0,1,2,0,17,0,0,0,0,Low
Study_22,Site 871,POL,EMEA,18,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 873,PRT,EMEA,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 875,PRT,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 876,PRT,EMEA,25,0.0019464912280701754,0.048662280701754386,0.009732456140350877,1,0.04,0,1,1,0,0,0,0,0,0,0,0,0,1,Low
Study_22,Site 877,PRT,EMEA,11,0.012834784010315925,0.14118262411347518,0.04256816282747089,2,0.18181818181818182,0,1,1,0,0,0,3,0,0,6,0,0,0,Low
Study_22,Site 878,PRT,EMEA,11,0.024073043044706668,0.26480347349177336,0.07984125134136677,3,0.2727272727272727,1,0,1,0,0,1,2,0,61,0,0,0,0,Low
Study_22,Site 879,PRT,EMEA,20,0.010108562691131499,0.13333333333333333,0.032825516616336106,2,0.1,0,2,2,0,1,0,0,0,0,0,1,0,0,Low
Study_22,Site 89,POL,EMEA,102,0.0009395424836601306,0.09583333333333333,0.009488913953526463,1,0.00980392156862745,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 9,THA,ASIA,22,0.026567710930142374,0.24432815356489945,0.07337054333578572,7,0.3181818181818182,0,3,3,0,0,2,6,0,10,0,0,0,0,Low
Study_22,Site 90,POL,EMEA,21,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 910,ARG,AMERICA,11,0.08026629411112957,0.24396252285191955,0.1093096429151447,11,1.0,0,5,5,0,0,3,7,0,12,0,0,1,0,Medium
Study_22,Site 911,ARG,AMERICA,25,0.003833333333333333,0.09583333333333333,0.019166666666666665,1,0.04,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 912,ARG,AMERICA,18,0.007645193065405832,0.13761347517730496,0.03243580716017299,2,0.1111111111111111,0,1,1,0,0,0,2,0,0,27,0,0,0,Low
Study_22,Site 913,ARG,AMERICA,86,0.016672129715031205,0.2596846435100549,0.05706119850907861,19,0.22093023255813954,1,7,8,0,0,4,11,0,67,54,0,0,1,Low
Study_22,Site 914,ARG,AMERICA,67,0.009421169609961009,0.29069124625617493,0.04729239499773826,8,0.11940298507462686,1,2,3,0,0,2,5,0,10,180,0,0,0,Low
Study_22,Site 915,ARG,AMERICA,10,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 916,ARG,AMERICA,14,0.017478127448419953,0.24469378427787936,0.0653971646743569,3,0.21428571428571427,0,1,1,0,0,1,2,0,6,0,0,0,0,Low
Study_22,Site 917,ARG,AMERICA,48,0.03183596130408288,0.26480347349177336,0.08514826846325349,18,0.375,5,1,6,0,0,6,12,0,200,0,0,0,0,Low
Study_22,Site 918,ARG,AMERICA,24,0.018039384648588258,0.19616392443631933,0.05323675240936633,5,0.20833333333333334,0,3,3,0,0,2,0,0,77,0,0,1,0,Low
Study_22,Site 919,ARG,AMERICA,45,0.014849947970678271,0.2600502742230348,0.057471250645269936,8,0.17777777777777778,2,1,3,0,0,2,12,0,70,0,0,0,3,Low
Study_22,Site 92,POL,EMEA,12,0.020330210237659962,0.24396252285191955,0.07042591412036799,3,0.25,0,1,1,0,0,1,2,0,4,0,0,0,0,Low
Study_22,Site 921,BRA,AMERICA,19,0.010480746016417191,0.06883792048929666,0.024908020380035017,3,0.15789473684210525,0,3,3,0,0,0,0,0,0,0,2,1,0,Low
Study_22,Site 923,BRA,AMERICA,18,0.007134850275807722,0.128427304964539,0.030270606076646094,2,0.1111111111111111,0,1,1,0,0,0,1,0,0,4,0,0,0,Low
Study_22,Site 925,BRA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 927,BRA,AMERICA,89,0.0006905430711610487,0.06145833333333334,0.006514570304205753,1,0.011235955056179775,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 928,BRA,AMERICA,22,0.009189602446483182,0.13333333333333333,0.031364647695509104,2,0.09090909090909091,0,2,2,0,1,0,0,0,0,0,1,0,0,Low
Study_22,Site 929,BRA,AMERICA,9,0.00540692007797271,0.048662280701754386,0.01622076023391813,1,0.1111111111111111,0,1,1,0,0,0,0,0,0,0,0,0,1,Low
Study_22,Site 930,BRA,AMERICA,7,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 931,BRA,AMERICA,33,0.015625,0.13229166666666667,0.03798871360168847,6,0.18181818181818182,0,5,5,0,0,0,10,0,0,0,0,1,0,Low
Study_22,Site 932,BRA,AMERICA,25,0.003833333333333333,0.09583333333333333,0.019166666666666665,1,0.04,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 933,BRA,AMERICA,71,0.0034360918711537963,0.24396252285191955,0.028953024740735696,3,0.04225352112676056,0,1,1,0,0,1,2,0,4,0,0,0,0,Low
Study_22,Site 934,BRA,AMERICA,23,0.01062296319847389,0.24432815356489945,0.05094594177823199,3,0.13043478260869565,0,1,1,0,0,1,2,0,5,0,0,0,0,Low
Study_22,Site 935,BRA,AMERICA,75,0.004236111111111111,0.09583333333333333,0.01836945961157871,4,0.05333333333333334,0,4,4,0,0,0,4,0,0,0,0,3,0,Low
Study_22,Site 936,BRA,AMERICA,5,0.019166666666666665,0.09583333333333333,0.04285796956874596,1,0.2,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 937,BRA,AMERICA,24,0.02783004100920128,0.27540676416819015,0.07789914784183713,8,0.3333333333333333,2,1,3,0,0,2,5,0,104,133,0,0,0,Low
Study_22,Site 938,BRA,AMERICA,78,0.003132412225191019,0.24432815356489945,0.027664715707648974,3,0.038461538461538464,0,1,1,0,0,1,2,0,5,0,0,0,0,Low
Study_22,Site 939,BRA,AMERICA,72,0.0040237411088299944,0.13059751773049647,0.018551519775112903,5,0.06944444444444445,0,4,4,0,0,0,1,0,0,21,0,1,3,Low
Study_22,Site 94,POL,EMEA,20,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 940,BRA,AMERICA,38,0.0016173245614035088,0.06145833333333334,0.009969858173661448,1,0.02631578947368421,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 941,BRA,AMERICA,35,0.0227817968137895,0.2622440585009141,0.0640481792921207,9,0.2571428571428571,2,3,5,0,0,2,10,0,68,0,0,0,0,Low
Study_22,Site 942,BRA,AMERICA,46,0.022614086055498504,0.3125,0.05784323574013061,13,0.2826086956521739,1,8,9,0,0,2,6,0,191,493,4,3,0,Low
Study_22,Site 943,BRA,AMERICA,26,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 944,BRA,AMERICA,37,0.024069835369813004,0.2501782449725777,0.06888665138916315,11,0.2972972972972973,1,4,5,0,1,2,7,0,27,17,0,1,0,Low
Study_22,Site 945,BRA,AMERICA,4,0.015364583333333334,0.06145833333333334,0.03072916666666667,1,0.25,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 946,BRA,AMERICA,62,0.005302483040022466,0.14208687943262413,0.022295676304046285,5,0.08064516129032258,0,4,4,0,0,0,1,0,0,111,2,0,2,Low
Study_22,Site 947,BRA,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 948,BRA,AMERICA,11,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 949,BRA,AMERICA,19,0.004714912280701754,0.08958333333333333,0.020551826159237827,1,0.05263157894736842,0,1,1,0,0,0,1,0,0,0,0,0,0,Low
Study_22,Site 95,POL,EMEA,16,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 950,BRA,AMERICA,33,0.014109848484848486,0.09583333333333333,0.031202319211800198,6,0.18181818181818182,0,6,6,0,0,0,5,0,0,0,0,3,0,Low
Study_22,Site 951,CAN,AMERICA,35,0.008338627152988857,0.14081028368794327,0.029303779991878172,4,0.11428571428571428,0,3,3,0,0,0,2,0,0,101,0,1,0,Low
Study_22,Site 952,CAN,AMERICA,15,0.06982235639372655,0.31032894736842104,0.12078330005811319,13,0.8666666666666667,1,3,4,0,0,4,10,0,175,0,0,0,1,Medium
Study_22,Site 954,CAN,AMERICA,17,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 955,CAN,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 956,CAN,AMERICA,9,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 957,CAN,AMERICA,3,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 958,CAN,AMERICA,38,0.042411959973058785,0.3125,0.09965942365870736,18,0.47368421052631576,5,1,6,0,0,7,12,0,431,0,0,0,0,Low
Study_22,Site 959,CAN,AMERICA,17,0.009686544342507646,0.09583333333333333,0.027757422062598035,2,0.11764705882352941,0,2,2,0,0,0,2,0,0,0,1,0,0,Low
Study_22,Site 96,POL,EMEA,39,0.01552968721585743,0.2825,0.0528495065101673,7,0.1794871794871795,1,3,4,0,0,1,7,0,118,28,0,0,0,Low
Study_22,Site 960,CAN,AMERICA,12,0.026591160115783063,0.31909392138939674,0.09211448070547075,4,0.3333333333333333,1,0,1,0,0,1,10,0,30,0,0,1,0,Low
Study_22,Site 961,CAN,AMERICA,32,0.036006707238846664,0.2835877513711152,0.08843568675492733,14,0.4375,3,3,6,0,0,4,12,0,162,0,0,0,4,Low
Study_22,Site 963,CAN,AMERICA,34,0.01752968159740961,0.13333333333333333,0.04005794237097114,6,0.17647058823529413,0,6,6,0,2,0,4,0,0,0,2,0,0,Low
Study_22,Site 964,CAN,AMERICA,18,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 965,CAN,AMERICA,12,0.011111111111111112,0.13333333333333333,0.03849001794597505,1,0.08333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,Low
Study_22,Site 966,CAN,AMERICA,10,0.006145833333333334,0.06145833333333334,0.019434831453118168,1,0.1,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 967,CAN,AMERICA,65,0.01849266394787419,0.2794001371115174,0.0643108086506555,16,0.24615384615384617,2,4,6,0,0,4,10,0,42,0,0,4,0,Low
Study_22,Site 968,CAN,AMERICA,6,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 969,CAN,AMERICA,28,0.003422619047619047,0.09583333333333333,0.01811079766502547,1,0.03571428571428571,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 97,POL,EMEA,5,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 970,CAN,AMERICA,9,0.03016569200779727,0.18190789473684213,0.06415404801132737,4,0.4444444444444444,0,2,2,0,0,0,2,0,0,325,0,0,2,Low
Study_22,Site 971,CAN,AMERICA,18,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 972,CAN,AMERICA,16,0.015201953839122487,0.2432312614259598,0.06080781535648996,3,0.1875,0,1,1,0,0,1,2,0,2,0,0,0,0,Low
Study_22,Site 973,CAN,AMERICA,35,0.013626293244936638,0.1742260816575259,0.04273478532416086,6,0.17142857142857143,0,4,4,0,0,2,0,0,9,0,1,1,0,Low
Study_22,Site 974,CAN,AMERICA,17,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 975,CAN,AMERICA,21,0.004563492063492063,0.09583333333333333,0.020912547814282603,1,0.047619047619047616,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 976,CAN,AMERICA,10,0.024944698354661794,0.24944698354661793,0.07888206234658592,3,0.3,1,0,1,0,0,1,2,0,19,0,0,0,0,Low
Study_22,Site 977,CAN,AMERICA,8,0.007682291666666667,0.06145833333333334,0.021728802130211618,1,0.125,0,1,1,0,0,0,0,0,0,0,0,1,0,Low
Study_22,Site 978,CAN,AMERICA,6,0.022222222222222223,0.13333333333333333,0.05443310539518174,1,0.16666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,Low
Study_22,Site 98,POL,EMEA,18,0.005626218323586747,0.05063596491228073,0.016374700532423778,2,0.1111111111111111,0,2,2,0,0,0,0,0,0,0,0,0,14,Low
Study_22,Site 99,POL,EMEA,23,0.03471002414989168,0.30601794118791087,0.0922259655894187,10,0.43478260869565216,2,1,3,0,0,3,5,0,53,217,0,0,0,Low
Study_22,Site 995,COL,AMERICA,11,0.02307586837294333,0.2538345521023766,0.07653399710468196,3,0.2727272727272727,1,0,1,0,0,1,2,0,31,0,0,0,0,Low
Study_22,Site 996,COL,AMERICA,23,0.004166666666666667,0.09583333333333333,0.01998263134713633,1,0.043478260869565216,0,1,1,0,0,0,2,0,0,0,0,0,0,Low
Study_22,Site 997,COL,AMERICA,36,0.015695840950639854,0.24981261425959783,0.05461668108199275,6,0.16666666666666666,1,2,3,0,1,2,2,0,48,0,0,0,0,Low
Study_22,Site 998,COL,AMERICA,14,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_22,Site 999,COL,AMERICA,17,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_23,Site 109,COD,EMEA,128,0.01615020216557018,0.08643640350877195,0.024336445850255305,41,0.3203125,0,40,40,0,0,0,0,0,0,0,0,1,344,Low
Study_23,Site 11,UGA,EMEA,97,0.02697741454150842,0.0916995614035088,0.02700041450990522,51,0.5257731958762887,0,50,50,0,0,0,1,0,0,0,0,3,384,Low
Study_23,Site 113,RWA,EMEA,43,0.04847318540405417,0.15778975363941775,0.023649019319860326,42,0.9767441860465116,0,39,39,0,0,0,1,0,0,10,1,0,156,Medium
Study_23,Site 124,TZA,EMEA,17,0.026168730650154806,0.05096491228070178,0.025439411479196098,9,0.5294117647058824,0,9,9,0,0,0,0,0,0,0,0,0,30,Low
Study_23,Site 125,TZA,EMEA,69,0.018953407068395635,0.10502192982456146,0.026169904339395218,26,0.37681159420289856,0,25,25,0,0,0,0,0,0,0,0,6,144,Low
Study_23,Site 126,TZA,EMEA,31,0.023419637804187907,0.05820175438596503,0.026326889676154073,14,0.45161290322580644,0,14,14,0,0,0,0,0,0,0,0,0,150,Low
Study_23,Site 1673,GHA,EMEA,60,0.03109688161005351,0.13072517730496452,0.027688647532865616,37,0.6166666666666667,0,36,36,0,0,0,1,0,0,22,0,0,132,Low
Study_23,Site 2,BFA,EMEA,248,0.01359569538766271,0.10337719298245618,0.025684527187321764,68,0.27419354838709675,0,59,59,0,0,0,0,0,0,0,0,30,384,Low
Study_23,Site 2161,IND,ASIA,1,0.04899122807017545,0.04899122807017545,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,2,Medium
Study_23,Site 259,BFA,EMEA,29,0.01214307320024199,0.05885964912280714,0.02197815390128846,7,0.2413793103448276,0,7,7,0,0,0,0,0,0,0,0,0,42,Low
Study_23,Site 28,BFA,EMEA,27,0.022370857699805076,0.053267543859649186,0.025502105948372315,12,0.4444444444444444,0,12,12,0,0,0,0,0,0,0,0,0,73,Low
Study_23,Site 3,BFA,EMEA,262,0.033912590397750124,0.11541666666666667,0.040416414412416196,180,0.6870229007633588,0,119,119,0,0,0,0,0,0,0,0,187,1598,Low
Study_23,Site 353,ZMB,EMEA,33,0.018343301435406707,0.053267543859649186,0.024658806104529838,12,0.36363636363636365,0,12,12,0,0,0,0,0,0,0,0,0,77,Low
Study_23,Site 4,BFA,EMEA,190,0.014462430747922443,0.0992653508771931,0.02455747737602183,54,0.28421052631578947,0,51,51,0,0,0,0,0,0,0,0,13,250,Low
Study_23,Site 417,RWA,EMEA,51,0.028921568627450985,0.051622807017543904,0.02444845572348179,30,0.5882352941176471,0,30,30,0,0,0,0,0,0,0,0,0,76,Low
Study_23,Site 466,COD,EMEA,50,0.022141666666666678,0.05721491228070186,0.025298627008015943,22,0.44,0,22,22,0,0,0,0,0,0,0,0,0,133,Low
Study_23,Site 467,COD,EMEA,131,0.014871434310968266,0.05787280701754397,0.02295456654039465,39,0.29770992366412213,0,39,39,0,0,0,0,0,0,0,0,0,192,Low
Study_23,Site 468,COD,EMEA,9,0.03573099415204682,0.062478070175438764,0.027180126594665895,6,0.6666666666666666,0,6,6,0,0,0,0,0,0,0,0,0,96,Low
Study_23,Site 469,GHA,EMEA,172,0.01680043968158894,0.2013188689809631,0.030903977127904828,57,0.3313953488372093,0,48,48,0,0,0,3,0,0,38,0,18,268,Low
Study_23,Site 47,COD,EMEA,165,0.00997974774458235,0.10819346557538556,0.020908165740332996,33,0.2,0,32,32,0,0,0,0,1,0,0,0,0,125,Low
Study_23,Site 48,GAB,EMEA,26,0.04523110661268558,0.06333333333333332,0.016886396930870455,23,0.8846153846153846,0,23,23,0,0,0,0,0,0,0,0,0,201,Medium
Study_23,Site 50,GAB,EMEA,62,0.024342105263157908,0.05820175438596503,0.02538606998103365,30,0.4838709677419355,0,30,30,0,0,0,0,0,0,0,0,0,180,Low
Study_23,Site 502,RWA,EMEA,48,0.046073876096491245,0.09860745614035098,0.023063932307508774,45,0.9375,0,41,41,0,0,0,0,0,0,0,0,9,208,Medium
Study_23,Site 504,RWA,EMEA,40,0.048851425438596496,0.04964912280701756,0.00028742199397563146,40,1.0,0,40,40,0,0,0,0,0,0,0,0,0,63,Medium
Study_23,Site 506,RWA,EMEA,49,0.047036564625850354,0.09515350877192982,0.018826456735457717,47,0.9591836734693877,0,44,44,0,0,0,0,0,0,0,0,7,171,Medium
Study_23,Site 61,CIV,EMEA,59,0.03133660422242047,0.05293859649122812,0.024382424188058614,37,0.6271186440677966,0,37,37,0,0,0,0,0,0,0,0,0,184,Low
Study_23,Site 62,CIV,EMEA,40,0.0292952302631579,0.08512061403508772,0.026123256481839458,24,0.6,0,23,23,0,0,0,0,0,0,0,0,1,72,Low
Study_23,Site 63,CIV,EMEA,99,0.04304284859723105,0.3975139409504352,0.0408575543589783,84,0.8484848484848485,1,79,80,0,0,5,11,0,85,87,0,0,139,Low
Study_23,Site 64,CIV,EMEA,86,0.022723378212974297,0.08958333333333333,0.025469798111516114,39,0.45348837209302323,0,39,39,0,0,0,1,0,0,0,0,0,85,Low
Study_23,Site 7,KEN,EMEA,101,0.02636627149557062,0.10995614035087731,0.036330062278870597,54,0.5346534653465347,0,39,39,0,0,0,0,0,0,0,0,60,317,Low
Study_23,Site 780,ZMB,EMEA,101,0.014396387007121772,0.10206140350877195,0.025725898942225777,29,0.2871287128712871,0,26,26,0,0,0,0,0,0,0,0,12,182,Low
Study_23,Site 79,KEN,EMEA,131,0.02962200348198744,0.20595394736842115,0.04079040524508893,71,0.5419847328244275,0,54,54,0,1,0,0,0,0,0,0,88,1279,Low
Study_23,Site 8,KEN,EMEA,84,0.03166614692311821,0.11541666666666667,0.029586183295726712,52,0.6190476190476191,0,48,48,0,0,0,0,0,0,0,1,12,588,Low
Study_23,Site 9,MLI,EMEA,175,0.012124874686716794,0.10304824561403512,0.022586237823710262,43,0.24571428571428572,0,41,41,0,0,0,0,0,0,0,0,9,138,Low
Study_24,Site 1,AUS,ASIA,4,0.11531227501799857,0.2627249820014399,0.10892699572924816,4,1.0,1,2,3,0,3,0,0,98,0,0,0,0,0,High
Study_24,Site 10,HKG,ASIA,7,0.21293865123051875,0.5012660254533483,0.14656048825531737,19,2.7142857142857144,2,5,7,1,2,1,5,120,2,109,1,3,0,High
Study_24,Site 1018,USA,AMERICA,4,0.17885427606158483,0.26142251372183806,0.12038326228464294,9,2.25,1,2,3,0,1,0,4,135,0,0,5,0,0,High
Study_24,Site 1034,USA,AMERICA,8,0.19461865143994575,0.3377050447998856,0.1354654109593412,22,2.75,4,2,6,0,3,1,6,88,2,88,3,1,1,High
Study_24,Site 1037,USA,AMERICA,2,0.1960941354556949,0.3921882709113898,0.27731898586327053,5,2.5,1,0,1,0,1,0,4,68,0,31,3,0,0,High
Study_24,Site 1042,USA,AMERICA,1,0.3855186802077111,0.3855186802077111,0.0,4,4.0,1,0,1,0,4,0,12,1,0,39,0,0,0,High
Study_24,Site 110,HKG,ASIA,1,0.24213255691838237,0.24213255691838237,0.0,3,3.0,0,1,1,0,0,0,5,47,0,0,1,0,0,High
Study_24,Site 113,CHN,ASIA,23,0.1152464741990964,0.37375809935205184,0.09183900165734568,28,1.2173913043478262,2,16,18,1,4,0,0,643,0,0,4,1,0,High
Study_24,Site 1645,IND,ASIA,2,0.11853374482334993,0.1510343722960879,0.04596282815758166,3,1.5,0,2,2,0,0,0,0,39,0,0,2,0,0,High
Study_24,Site 1646,IND,ASIA,3,0.15351721862251022,0.17954463642908572,0.044416122983745296,5,1.6666666666666667,0,3,3,0,0,0,5,116,0,0,0,0,0,High
Study_24,Site 1648,IND,ASIA,7,0.14816574968005095,0.25515702561480036,0.11553297140192394,15,2.142857142857143,1,4,5,0,0,1,12,24,12,31,5,0,0,High
Study_24,Site 1673,TWN,ASIA,5,0.13094950544908726,0.4176230696791058,0.1903274624282601,8,1.6,1,1,2,0,3,1,1,6,13,0,1,0,0,High
Study_24,Site 1674,TWN,ASIA,10,0.16032517938109775,0.29528889663232794,0.0783689509149425,22,2.2,1,8,9,0,0,1,9,72,7,63,5,0,0,High
Study_24,Site 1675,TWN,ASIA,7,0.13509227328906073,0.2939144143697862,0.10663635762160623,13,1.8571428571428572,1,4,5,0,1,0,7,29,0,37,3,0,0,High
Study_24,Site 1676,TWN,ASIA,8,0.05568525221145032,0.1403402553483795,0.05235267375440356,6,0.75,0,5,5,0,0,0,0,16,0,0,3,0,1,Medium
Study_24,Site 178,USA,AMERICA,5,0.18907916302865985,0.2334537705068701,0.025839148073795833,11,2.2,0,5,5,0,0,0,20,133,0,15,0,0,0,High
Study_24,Site 1791,ISR,EMEA,3,0.2966733795926222,0.33886714764946463,0.05152514576156894,11,3.6666666666666665,2,1,3,0,1,1,23,4,1,186,0,0,0,High
Study_24,Site 1846,PRT,EMEA,2,0.13263741134751772,0.13544326241134752,0.0039680726284670705,4,2.0,0,2,2,0,0,0,3,0,0,25,0,0,0,High
Study_24,Site 1962,CAN,AMERICA,2,0.0730873805324932,0.1461747610649864,0.1033611647873752,2,1.0,0,1,1,0,0,0,0,25,0,0,2,0,0,Medium
Study_24,Site 2008,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_24,Site 2013,USA,AMERICA,6,0.13160269052794413,0.29595625606832193,0.1265532366005546,9,1.5,2,2,4,0,0,2,0,392,3,0,3,1,0,High
Study_24,Site 2014,USA,AMERICA,1,0.09737221022318215,0.09737221022318215,0.0,1,1.0,0,1,1,0,0,0,0,26,0,0,0,0,0,Medium
Study_24,Site 2015,USA,AMERICA,7,0.22057851068186266,0.3156509581361151,0.07319740005833979,19,2.7142857142857144,2,5,7,0,2,0,14,411,0,112,3,0,0,High
Study_24,Site 2024,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_24,Site 2025,USA,AMERICA,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_24,Site 2030,USA,AMERICA,9,0.1880709557133536,0.3697078784155984,0.13299053149714313,20,2.2222222222222223,4,3,7,1,1,0,20,283,0,259,5,0,0,High
Study_24,Site 2036,USA,AMERICA,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
Study_24,Site 2043,USA,AMERICA,1,0.05096491228070178,0.05096491228070178,0.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,8,Medium
Study_24,Site 2161,TUR,EMEA,4,0.15029195852405203,0.17717125382262996,0.04405669979690912,7,1.75,0,4,4,0,0,0,0,684,0,0,1,2,0,High
Study_24,Site 2163,IND,ASIA,2,0.2731336318782571,0.3348882190342204,0.08733417469471462,7,3.5,1,1,2,0,1,0,8,6,0,0,6,0,0,High
Study_24,Site 2164,KOR,ASIA,7,0.10747266719317763,0.2603426001149266,0.09256127647025073,8,1.1428571428571428,1,4,5,0,1,0,0,279,0,0,2,0,0,High
